,car_name,brand,year_of_manufacture,kms_driven,fuel_type,transmission_type,emi,price,car_age_years,city
353,Maruti S Cross,Maruti,2019,117415,Diesel,Manual,13525,608000.0,7,Surat
354,Maruti Eeco,Maruti,2017,53041,Petrol,Manual,5885,301000.0,9,Surat
355,Hyundai Creta,Hyundai,2023,31993,Diesel,Manual,24845,1451000.0,3,Surat
356,Hyundai Accent,Hyundai,2010,87760,Petrol,Manual,24845,350000.0,16,Surat
357,Hyundai VENUE,Hyundai,2022,63169,Petrol,Manual,11969,678000.0,4,Surat
358,ISUZU D-MAX S-CAB,ISUZU,2020,63411,Diesel,Manual,12216,692000.0,6,Surat
359,Tata TIAGO EV,Tata,2023,12512,Electric,Auto,12798,725000.0,3,Surat
360,Skoda Superb,Skoda,2014,119430,Diesel,Auto,22360,475000.0,12,Surat
361,Volkswagen Passat,Volkswagen,2012,198000,Diesel,Manual,22360,350000.0,14,Surat
362,Hyundai Verna,Hyundai,2023,38358,Petrol,Manual,19434,1135000.0,3,Surat
363,Maruti Vitara Brezza,Maruti,2020,80250,Petrol,Manual,11615,658000.0,6,Surat
364,MG HECTOR PLUS,MG,2021,64007,Petrol,Manual,21095,1232000.0,5,Surat
365,Jeep Compass,Jeep,2018,136198,Diesel,Manual,16416,738000.0,8,Surat
366,MG HECTOR,MG,2020,86503,Petrol,Manual,15907,928999.9999999999,6,Surat
367,Maruti Vitara Brezza,Maruti,2016,117168,Diesel,Manual,12535,476000.0,10,Surat
368,Tata TIAGO EV,Tata,2023,43950,Electric,Auto,13240,750000.0,3,Surat
369,KIA SELTOS,KIA,2020,153682,Diesel,Manual,17959,826000.0,6,Surat
370,BMW X3,BMW,2012,122332,Diesel,Auto,17959,1363000.0,14,Surat
371,Maruti BREZZA,Maruti,2024,13304,Petrol,Manual,16609,969999.9999999999,2,Surat
372,Maruti Vitara Brezza,Maruti,2016,66726,Diesel,Manual,13852,526000.0,10,Surat
373,Hyundai Tucson,Hyundai,2018,193163,Diesel,Manual,16661,749000.0,8,Surat
374,BMW 3 Series,BMW,2012,153642,Diesel,Auto,16661,685000.0,14,Surat
375,KIA SELTOS,KIA,2025,1962,Petrol,Manual,26232,1532000.0,1,Surat
