,car_name,brand,year_of_manufacture,kms_driven,fuel_type,transmission_type,emi,price,car_age_years,city
432,Hyundai Creta,Hyundai,2018,86452,Diesel,Auto,15912,836000.0,8,Jaipur
433,Toyota Innova,Toyota,2014,72000,Diesel,Manual,27256,579000.0,12,Jaipur
434,Mahindra XUV300,Mahindra,2019,84295,Diesel,Manual,12357,700000.0,7,Jaipur
435,KIA SONET,KIA,2022,80335,Diesel,Auto,14554,850000.0,4,Jaipur
436,Mahindra XUV500,Mahindra,2014,155144,Diesel,Manual,18076,384000.0,12,Jaipur
437,Jeep Compass,Jeep,2018,106260,Diesel,Manual,19851,913000.0000000001,8,Jaipur
438,Toyota Glanza,Toyota,2023,24173,Petrol,Manual,13698,800000.0,3,Jaipur
439,KIA SONET,KIA,2023,95381,Petrol,Manual,13698,800000.0,3,Jaipur
440,CITROEN E C3,CITROEN,2023,43170,Electric,Auto,15479,903999.9999999999,3,Jaipur
441,Tata TIAGO EV,Tata,2024,43048,Electric,Auto,13732,802000.0,2,Jaipur
442,Tata Hexa,Tata,2017,168751,Diesel,Auto,11500,517000.0,9,Jaipur
443,MG HECTOR,MG,2019,113483,Petrol,Auto,20438,940000.0,7,Jaipur
444,Hyundai GRAND I10 NIOS,Hyundai,2023,77405,Petrol,Manual,8120,459999.99999999994,3,Jaipur
445,Tata Hexa,Tata,2019,93545,Diesel,Auto,17824,1041000.0,7,Jaipur
446,Tata NEXON EV,Tata,2021,168552,Electric,Auto,24156,1111000.0,5,Jaipur
447,Tata NEXON EV,Tata,2022,72977,Electric,Auto,18835,1100000.0,4,Jaipur
448,Skoda Superb,Skoda,2017,191861,Diesel,Auto,25004,1150000.0,9,Jaipur
449,Tata NEXON EV,Tata,2022,59462,Electric,Auto,16609,969999.9999999999,4,Jaipur
450,Tata NEXON EV,Tata,2023,58658,Electric,Auto,20530,1199000.0,3,Jaipur
451,Tata NEXON EV,Tata,2022,78803,Electric,Auto,19006,1110000.0,4,Jaipur
452,Hyundai Grand i10,Hyundai,2015,133232,Diesel,Manual,8038,242000.0,11,Jaipur
453,Renault Duster,Renault,2017,154288,Diesel,Manual,7897,355000.0,9,Jaipur
454,Mahindra XUV500,Mahindra,2016,144986,Diesel,Auto,14721,559000.0,10,Jaipur
455,Hyundai Creta,Hyundai,2020,82178,Petrol,Manual,13698,800000.0,6,Jaipur
456,Skoda Rapid,Skoda,2019,58000,Diesel,Auto,10856,615000.0,7,Jaipur
457,Tata PUNCH,Tata,2023,24086,Petrol,Auto,11157,632000.0,3,Jaipur
458,Mahindra XUV300,Mahindra,2020,113580,Diesel,Manual,17017,765000.0,6,Jaipur
459,Maruti Alto K10,Maruti,2015,72959,Petrol,Manual,6373,242000.0,11,Jaipur
460,Maruti Ciaz,Maruti,2016,222813,Diesel,Manual,10007,380000.0,10,Jaipur
461,Honda City,Honda,2015,79379,Petrol,Manual,11060,420000.0,11,Jaipur
462,Honda Amaze,Honda,2014,111029,Diesel,Manual,9321,198000.0,12,Jaipur
463,Tata Tiago,Tata,2019,84744,Petrol,Manual,6902,391000.0,7,Jaipur
