,car_name,brand,year_of_manufacture,kms_driven,fuel_type,transmission_type,emi,price,car_age_years,city
158,Maruti Wagon R 1.0,Maruti,2016,38528,Petrol,Manual,7608,342000.0,10,Nagpur
159,Hyundai i20,Hyundai,2010,1010197,Petrol,Manual,7608,125000.0,16,Nagpur
160,Mahindra XUV 3XO,Mahindra,2024,28614,Petrol,Manual,12622,715000.0,2,Nagpur
161,Renault Duster,Renault,2012,103074,Diesel,Manual,12622,200000.0,14,Nagpur
162,Maruti A Star,Maruti,2010,50056,Petrol,Manual,12622,150000.0,16,Nagpur
163,Mahindra TUV300,Mahindra,2016,107277,Diesel,Auto,11192,425000.0,10,Nagpur
164,Hyundai Verna,Hyundai,2012,195984,Diesel,Manual,11192,278000.0,14,Nagpur
165,Tata NEXON,Tata,2019,136000,Petrol,Manual,12234,550000.0,7,Nagpur
166,Honda City,Honda,2018,60374,Petrol,Manual,9886,560000.0,8,Nagpur
167,Honda WR-V,Honda,2017,78277,Petrol,Manual,8602,440000.00000000006,9,Nagpur
168,Volkswagen Vento,Volkswagen,2011,191005,Diesel,Manual,8602,155000.0,15,Nagpur
169,Skoda Rapid,Skoda,2013,111069,Diesel,Manual,23634,266000.0,13,Nagpur
170,Hyundai Elite i20,Hyundai,2015,50995,Petrol,Manual,10270,390000.0,11,Nagpur
171,Volkswagen Polo,Volkswagen,2016,62592,Petrol,Manual,7719,347000.0,10,Nagpur
172,Maruti Zen Estilo,Maruti,2010,24822,Petrol,Manual,7719,110000.00000000001,16,Nagpur
173,Renault TRIBER,Renault,2022,30955,Petrol,Manual,10150,575000.0,4,Nagpur
174,Mahindra TUV300,Mahindra,2015,67814,Diesel,Manual,13286,400000.0,11,Nagpur
175,Mahindra XUV500,Mahindra,2012,151653,Diesel,Manual,13286,324000.0,14,Nagpur
176,Chevrolet Spark,Chevrolet,2010,3,Petrol,Manual,13286,66000.0,16,Nagpur
177,Hyundai Verna,Hyundai,2015,120122,Diesel,Manual,14282,430000.0,11,Nagpur
178,Renault Duster,Renault,2013,95855,Diesel,Manual,19991,225000.0,13,Nagpur
179,Renault Duster,Renault,2015,96500,Diesel,Manual,11426,344000.0,11,Nagpur
180,Honda City,Honda,2010,110425,Petrol,Manual,11426,126000.0,16,Nagpur
181,Renault Kiger,Renault,2021,23834,Petrol,Auto,9091,515000.00000000006,5,Nagpur
182,Hyundai Creta,Hyundai,2017,120008,Diesel,Auto,15059,677000.0,9,Nagpur
183,Chevrolet Cruze,Chevrolet,2011,79808,Diesel,Auto,15059,180000.0,15,Nagpur
184,Hyundai Grand i10,Hyundai,2017,150000,Petrol,Manual,7719,347000.0,9,Nagpur
185,Maruti S Cross,Maruti,2017,115927,Diesel,Manual,12835,577000.0,9,Nagpur
186,Hyundai Elite i20,Hyundai,2019,72066,Petrol,Manual,9179,520000.0,7,Nagpur
187,Hyundai Grand i10,Hyundai,2016,64883,Petrol,Manual,7563,340000.0,10,Nagpur
188,Maruti Alto 800,Maruti,2014,48063,Petrol,Manual,6643,200000.0,12,Nagpur
189,Mahindra Scorpio,Mahindra,2017,100000,Diesel,Manual,16505,742000.0,9,Nagpur
190,Maruti Ciaz,Maruti,2015,73683,Petrol,Manual,10402,395000.0,11,Nagpur
191,Tata Tiago,Tata,2021,63986,Petrol,Manual,10239,580000.0,5,Nagpur
192,Maruti Celerio,Maruti,2019,158894,Petrol,Manual,7118,320000.0,7,Nagpur
193,Honda Brio,Honda,2016,61023,Petrol,Manual,6451,290000.0,10,Nagpur
194,Hyundai AURA,Hyundai,2024,17502,Petrol,Manual,11916,675000.0,2,Nagpur
195,Hyundai Creta,Hyundai,2016,68990,Petrol,Manual,15571,700000.0,10,Nagpur
196,Mahindra Kuv100,Mahindra,2015,108526,Petrol,Manual,6504,247000.00000000003,11,Nagpur
197,Ford Figo,Ford,2010,101121,Petrol,Manual,6504,86000.0,16,Nagpur
198,Maruti Swift,Maruti,2015,48103,Petrol,Manual,10534,400000.0,11,Nagpur
199,Maruti Dzire,Maruti,2020,68344,Petrol,Manual,9709,550000.0,6,Nagpur
200,Maruti Baleno,Maruti,2019,50653,Petrol,Manual,8826,500000.0,7,Nagpur
201,Ford Ecosport,Ford,2015,79600,Diesel,Manual,13286,400000.0,11,Nagpur
202,Tata Hexa,Tata,2018,395607,Diesel,Manual,13347,600000.0,8,Nagpur
203,Maruti Grand Vitara,Maruti,2023,46206,Petrol,Manual,16917,988000.0000000001,3,Nagpur
204,Maruti Wagon R 1.0,Maruti,2011,84728,Petrol,Manual,16917,150000.0,15,Nagpur
205,Ford New Figo,Ford,2017,84926,Diesel,Manual,7163,322000.0,9,Nagpur
206,Maruti Wagon R 1.0,Maruti,2017,111468,Petrol,Manual,6865,309000.0,9,Nagpur
207,Maruti A Star,Maruti,2010,100210,Petrol,Manual,6865,129000.0,16,Nagpur
208,Mahindra XUV500,Mahindra,2012,131993,Diesel,Manual,6865,293000.0,14,Nagpur
209,Maruti Wagon R 1.0,Maruti,2014,65215,Petrol,Manual,7971,240000.0,12,Nagpur
210,Maruti Swift,Maruti,2014,213960,Diesel,Manual,18123,385000.0,12,Nagpur
211,Maruti Ertiga,Maruti,2012,149854,Diesel,Manual,18123,400000.0,14,Nagpur
212,Ford Figo,Ford,2013,161465,Diesel,Manual,13683,154000.0,13,Nagpur
213,Maruti Swift Dzire,Maruti,2014,88536,Diesel,Manual,15440,328000.0,12,Nagpur
214,Maruti Ritz,Maruti,2011,82233,Petrol,Manual,15440,148000.0,15,Nagpur
215,Tata NEXON,Tata,2022,84426,Petrol,Manual,14212,830000.0000000001,4,Nagpur
216,Hyundai NEW SANTRO,Hyundai,2019,40761,Petrol,Manual,6355,360000.0,7,Nagpur
217,Maruti Baleno,Maruti,2022,88989,Petrol,Manual,9532,540000.0,4,Nagpur
218,Hyundai Creta,Hyundai,2022,46774,Diesel,Manual,16266,950000.0,4,Nagpur
219,Maruti Baleno,Maruti,2017,104586,Petrol,Manual,9788,440000.00000000006,9,Nagpur
220,Hyundai Grand i10,Hyundai,2015,92950,Petrol,Manual,8163,310000.0,11,Nagpur
221,Hyundai Creta,Hyundai,2017,82290,Petrol,Manual,14272,730000.0,9,Nagpur
222,Maruti Celerio,Maruti,2018,34700,Petrol,Auto,5984,339000.0,8,Nagpur
223,Hyundai Santro Xing,Hyundai,2010,75335,Petrol,Manual,5984,114999.99999999999,16,Nagpur
224,Hyundai i20 Active,Hyundai,2015,89769,Diesel,Manual,12323,371000.0,11,Nagpur
225,Ford FREESTYLE,Ford,2019,113486,Petrol,Manual,9743,438000.0,7,Nagpur
226,Volkswagen Polo,Volkswagen,2015,80434,Petrol,Manual,10534,400000.0,11,Nagpur
227,Hyundai Verna,Hyundai,2012,188719,Diesel,Auto,10534,245000.00000000003,14,Nagpur
228,Honda Amaze,Honda,2020,30081,Petrol,Manual,8826,500000.0,6,Nagpur
229,Ford Ecosport,Ford,2017,112227,Diesel,Manual,10010,450000.0,9,Nagpur
230,Maruti Swift,Maruti,2014,45254,Petrol,Manual,11957,360000.0,12,Nagpur
231,Maruti Celerio,Maruti,2017,53113,Petrol,Auto,6608,338000.0,9,Nagpur
232,Hyundai i20,Hyundai,2010,82696,Petrol,Manual,6608,140000.0,16,Nagpur
233,Maruti Celerio,Maruti,2016,95150,Petrol,Auto,6940,312000.0,10,Nagpur
234,Ford Ecosport,Ford,2014,138000,Diesel,Manual,14122,300000.0,12,Nagpur
235,Honda City,Honda,2014,77333,Petrol,Manual,11393,343000.0,12,Nagpur
236,Mahindra Bolero,Mahindra,2020,125269,Diesel,Manual,17082,768000.0,6,Nagpur
237,Mahindra TUV300,Mahindra,2016,143583,Diesel,Manual,12351,469000.00000000006,10,Nagpur
238,Maruti Celerio,Maruti,2017,69067,Petrol,Auto,6745,345000.0,9,Nagpur
239,Skoda Rapid,Skoda,2013,116770,Diesel,Manual,23723,267000.0,13,Nagpur
240,Maruti Ritz,Maruti,2013,125866,Diesel,Manual,22390,252000.0,13,Nagpur
241,Maruti Ritz,Maruti,2012,51204,Petrol,Manual,18214,204999.99999999997,14,Nagpur
242,Maruti Ritz,Maruti,2016,72221,Petrol,Manual,5784,260000.0,10,Nagpur
243,Honda WR-V,Honda,2017,92456,Diesel,Manual,11901,535000.0,9,Nagpur
244,Maruti Dzire,Maruti,2023,53869,Petrol,Manual,11810,669000.0,3,Nagpur
245,Ford Ecosport,Ford,2014,117697,Diesel,Manual,16523,351000.0,12,Nagpur
246,Honda Jazz,Honda,2010,107395,Petrol,Manual,16523,150000.0,16,Nagpur
247,Maruti Ciaz,Maruti,2019,49302,Petrol,Manual,10150,575000.0,7,Nagpur
248,Tata NEXON,Tata,2019,91142,Diesel,Manual,8544,484000.0,7,Nagpur
249,Maruti Eeco,Maruti,2012,66913,Petrol,Manual,23101,260000.0,14,Nagpur
250,Renault TRIBER,Renault,2022,48500,Petrol,Manual,8826,500000.0,4,Nagpur
251,Mahindra Bolero,Mahindra,2012,61450,Diesel,Manual,8826,236000.0,14,Nagpur
252,Honda City,Honda,2014,120397,Diesel,Manual,17558,373000.0,12,Nagpur
253,Hyundai Elite i20,Hyundai,2017,94825,Petrol,Manual,8270,423000.00000000006,9,Nagpur
