,car_name,brand,year_of_manufacture,kms_driven,fuel_type,transmission_type,emi,price,car_age_years,city
151,Maruti Swift Dzire,Maruti,2014,188178,Diesel,Manual,13416,285000.0,12,ChandigarhTricity
152,Hyundai Xcent,Hyundai,2015,130050,Diesel,Manual,6444,194000.0,11,ChandigarhTricity
153,Maruti Baleno,Maruti,2016,96682,Petrol,Manual,7274,327000.0,10,ChandigarhTricity
154,Maruti Ciaz,Maruti,2016,121095,Petrol,Manual,7674,345000.0,10,ChandigarhTricity
155,Tata NEXON,Tata,2019,54775,Petrol,Manual,8279,469000.00000000006,7,ChandigarhTricity
156,Volkswagen Polo,Volkswagen,2019,70545,Petrol,Manual,7096,401999.99999999994,7,ChandigarhTricity
157,Mahindra XUV500,Mahindra,2017,147846,Diesel,Manual,13636,613000.0,9,ChandigarhTricity
158,Maruti Swift,Maruti,2016,61286,Petrol,Manual,7786,350000.0,10,ChandigarhTricity
159,Tata TIGOR,Tata,2018,127908,Diesel,Manual,7430,334000.0,8,ChandigarhTricity
160,Honda City,Honda,2018,65759,Petrol,Manual,9321,528000.0,8,ChandigarhTricity
161,Volkswagen VIRTUS,Volkswagen,2025,10165,Petrol,Manual,17893,1044999.9999999999,1,ChandigarhTricity
162,Maruti IGNIS,Maruti,2019,44861,Petrol,Manual,6249,354000.0,7,ChandigarhTricity
163,Tata Harrier,Tata,2022,38400,Diesel,Auto,26095,1524000.0,4,ChandigarhTricity
164,Tata Harrier,Tata,2022,64951,Diesel,Manual,24759,1446000.0,4,ChandigarhTricity
165,Jeep Compass,Jeep,2018,120116,Diesel,Manual,15571,700000.0,8,ChandigarhTricity
166,MG HECTOR,MG,2021,199323,Diesel,Manual,16127,725000.0,5,ChandigarhTricity
167,Volkswagen Jetta,Volkswagen,2012,95899,Diesel,Manual,16127,383000.0,14,ChandigarhTricity
168,Renault Kiger,Renault,2022,24766,Petrol,Manual,11121,630000.0,4,ChandigarhTricity
169,Tata Harrier,Tata,2022,184720,Diesel,Auto,31244,1437000.0,4,ChandigarhTricity
170,Toyota Etios,Toyota,2015,99622,Diesel,Manual,9831,296000.0,11,ChandigarhTricity
171,Hyundai Elite i20,Hyundai,2020,27327,Petrol,Manual,9409,533000.0,6,ChandigarhTricity
172,Maruti Alto,Maruti,2020,67071,Petrol,Manual,4819,273000.0,6,ChandigarhTricity
173,Maruti Ciaz,Maruti,2018,137820,Petrol,Auto,10878,488999.99999999994,8,ChandigarhTricity
174,Hyundai Grand i10,Hyundai,2017,95802,Petrol,Manual,5885,301000.0,9,ChandigarhTricity
175,Tata Zest,Tata,2017,152515,Diesel,Manual,5494,247000.00000000003,9,ChandigarhTricity
176,Honda WR-V,Honda,2017,71364,Petrol,Manual,8798,450000.0,9,ChandigarhTricity
177,Honda City,Honda,2017,90043,Petrol,Manual,10401,532000.0,9,ChandigarhTricity
178,Maruti Swift,Maruti,2021,38773,Petrol,Manual,11245,637000.0,5,ChandigarhTricity
179,Mahindra XUV500,Mahindra,2018,138547,Diesel,Manual,18133,834000.0,8,ChandigarhTricity
180,Maruti Vitara Brezza,Maruti,2021,52324,Petrol,Manual,10945,620000.0,5,ChandigarhTricity
181,Jaguar XF,Jaguar,2014,96822,Diesel,Auto,35540,755000.0,12,ChandigarhTricity
182,Maruti Vitara Brezza,Maruti,2020,106147,Petrol,Manual,12902,580000.0,6,ChandigarhTricity
183,Maruti Ertiga,Maruti,2012,188061,Diesel,Manual,12902,298000.0,14,ChandigarhTricity
184,Mahindra XUV500,Mahindra,2017,166578,Diesel,Manual,15571,700000.0,9,ChandigarhTricity
185,Honda WR-V,Honda,2018,77675,Petrol,Manual,7273,412000.0,8,ChandigarhTricity
186,Maruti IGNIS,Maruti,2017,73000,Petrol,Manual,6276,321000.0,9,ChandigarhTricity
187,Tata ALTROZ,Tata,2022,22000,Petrol,Auto,11474,650000.0,4,ChandigarhTricity
188,Skoda SLAVIA,Skoda,2022,27500,Petrol,Auto,21403,1250000.0,4,ChandigarhTricity
189,Maruti S PRESSO,Maruti,2021,75000,Petrol,Manual,6178,350000.0,5,ChandigarhTricity
190,KIA CARENS,KIA,2022,23561,Petrol,Manual,16266,950000.0,4,ChandigarhTricity
191,Maruti S PRESSO,Maruti,2022,10555,Petrol,Manual,5843,331000.0,4,ChandigarhTricity
192,Maruti S Cross,Maruti,2016,143470,Diesel,Manual,10086,383000.0,10,ChandigarhTricity
193,Maruti S Cross,Maruti,2017,89593,Diesel,Manual,9788,440000.00000000006,9,ChandigarhTricity
194,Mahindra XUV700,Mahindra,2021,52773,Diesel,Auto,27738,1620000.0,5,ChandigarhTricity
195,Mahindra XUV500,Mahindra,2019,75503,Diesel,Auto,15410,900000.0,7,ChandigarhTricity
196,Mahindra XUV500,Mahindra,2015,104973,Diesel,Manual,13518,407000.0,11,ChandigarhTricity
197,BMW X1,BMW,2017,90000,Diesel,Auto,26091,1200000.0,9,ChandigarhTricity
198,Maruti Ciaz,Maruti,2016,98134,Petrol,Manual,7697,346000.0,10,ChandigarhTricity
199,Mahindra XUV500,Mahindra,2015,82128,Diesel,Manual,13319,401000.0,11,ChandigarhTricity
200,Mahindra TUV300,Mahindra,2016,138000,Diesel,Manual,11850,450000.0,10,ChandigarhTricity
201,Ford Ecosport,Ford,2017,141436,Diesel,Manual,9231,415000.00000000006,9,ChandigarhTricity
202,Maruti Ciaz,Maruti,2016,133248,Diesel,Manual,10850,412000.0,10,ChandigarhTricity
203,Maruti S Cross,Maruti,2018,273601,Diesel,Manual,7786,350000.0,8,ChandigarhTricity
204,Maruti Ciaz,Maruti,2014,99283,Diesel,Manual,14499,308000.0,12,ChandigarhTricity
205,Hyundai Creta,Hyundai,2018,72000,Petrol,Auto,13663,774000.0,8,ChandigarhTricity
206,Toyota Innova Crysta,Toyota,2017,97580,Diesel,Auto,28765,1323000.0,9,ChandigarhTricity
207,Tata ALTROZ,Tata,2023,18192,Petrol,Manual,11280,639000.0,3,ChandigarhTricity
208,Hyundai Creta,Hyundai,2015,137664,Diesel,Manual,16607,500000.0,11,ChandigarhTricity
209,KIA SELTOS,KIA,2021,69196,Petrol,Manual,14040,819999.9999999999,5,ChandigarhTricity
210,Maruti Vitara Brezza,Maruti,2018,136142,Diesel,Manual,11567,520000.0,8,ChandigarhTricity
211,Maruti Ertiga,Maruti,2024,61474,Petrol,Manual,15444,902000.0,2,ChandigarhTricity
212,Hyundai Creta,Hyundai,2015,187959,Diesel,Manual,16607,500000.0,11,ChandigarhTricity
213,Skoda SLAVIA,Skoda,2022,45394,Petrol,Manual,14554,850000.0,4,ChandigarhTricity
214,KIA SONET,KIA,2022,100383,Diesel,Manual,16683,750000.0,4,ChandigarhTricity
215,Tata NEXON,Tata,2017,136337,Petrol,Manual,11078,498000.00000000006,9,ChandigarhTricity
216,Tata Tiago,Tata,2024,20472,Petrol,Auto,11916,675000.0,2,ChandigarhTricity
217,Maruti XL6,Maruti,2021,81499,Petrol,Manual,14565,851000.0,5,ChandigarhTricity
218,KIA CARENS,KIA,2023,185643,Petrol,Manual,18546,852999.9999999999,3,ChandigarhTricity
219,Skoda SLAVIA,Skoda,2024,7885,Petrol,Manual,20598,1203000.0,2,ChandigarhTricity
220,Mahindra Thar,Mahindra,2022,41561,Diesel,Auto,20855,1218000.0,4,ChandigarhTricity
221,Ford Figo Aspire,Ford,2019,58133,Petrol,Manual,6249,354000.0,7,ChandigarhTricity
222,Honda Jazz,Honda,2016,88047,Petrol,Auto,7652,344000.0,10,ChandigarhTricity
223,Hyundai Creta,Hyundai,2020,74046,Petrol,Manual,17122,1000000.0,6,ChandigarhTricity
224,Honda Amaze,Honda,2025,2900,Petrol,Manual,13886,811000.0,1,ChandigarhTricity
225,Mahindra XUV700,Mahindra,2024,41732,Diesel,Auto,33063,1930999.9999999998,2,ChandigarhTricity
226,Ford Endeavour,Ford,2021,86150,Diesel,Auto,44484,2598000.0,5,ChandigarhTricity
227,Hyundai Creta,Hyundai,2023,23938,Petrol,Manual,19776,1155000.0,3,ChandigarhTricity
