,Car Name,Brand,Year of Manufacture,Distance Driven,Fuel Type,Transmission Type,EMI,Price
459,Volkswagen Vento,Volkswagen,2011,"1,05,309 km",Diesel,Manual,"EMI ₹4,793/m*",₹1.10 lakh
460,Skoda Fabia,Skoda,2012,"1,30,125 km",Petrol,Manual,"EMI ₹8,796/m*",₹0.99 lakh
461,Maruti Swift Dzire,Maruti,2013,"1,19,362 km",Petrol,Manual,"EMI ₹12,145/m*",₹2.58 lakh
462,Hyundai i10,Hyundai,2014,"90,124 km",Petrol,Manual,"EMI ₹6,477/m*",₹1.95 lakh
463,Maruti Alto 800,Maruti,2018,"86,141 km",Petrol,Manual,"EMI ₹3,866/m*",₹2.19 lakh
464,Tata Tiago,Tata,2016,"1,53,103 km",Petrol,Manual,"EMI ₹4,315/m*",₹1.94 lakh
465,Renault Kwid,Renault,2018,"43,852 km",Petrol,Manual,"EMI ₹3,795/m*",₹2.15 lakh
466,Nissan MAGNITE,Nissan,2021,"53,976 km",Petrol,Manual,"EMI ₹7,061/m*",₹4.00 lakh
467,Volkswagen Polo,Volkswagen,2011,"1,41,536 km",Diesel,Manual,"EMI ₹7,061/m*",₹0.93 lakh
468,Hyundai Grand i10,Hyundai,2014,"1,19,056 km",Petrol,Manual,"EMI ₹7,008/m*",₹2.11 lakh
469,Honda City,Honda,2015,"1,23,678 km",Diesel,Manual,"EMI ₹9,466/m*",₹2.85 lakh
470,Hyundai Elite i20,Hyundai,2019,"79,115 km",Petrol,Manual,"EMI ₹7,238/m*",₹4.10 lakh
471,Mahindra XUV500,Mahindra,2017,"1,22,566 km",Diesel,Manual,"EMI ₹10,054/m*",₹4.52 lakh
472,Honda Jazz,Honda,2016,"46,530 km",Petrol,Manual,"EMI ₹6,429/m*",₹2.89 lakh
473,Maruti Wagon R 1.0,Maruti,2014,"68,343 km",Petrol,Manual,"EMI ₹6,311/m*",₹1.90 lakh
474,Maruti Wagon R 1.0,Maruti,2011,"64,736 km",Petrol,Manual,"EMI ₹6,311/m*",₹0.90 lakh
475,Renault Scala,Renault,2014,"89,382 km",Diesel,Manual,"EMI ₹8,709/m*",₹1.85 lakh
476,Maruti Eeco,Maruti,2020,"62,859 km",Petrol,Manual,"EMI ₹6,673/m*",₹3.78 lakh
477,Honda City,Honda,2012,"97,102 km",Petrol,Manual,"EMI ₹12,439/m*",₹1.40 lakh
478,Maruti Wagon R 1.0,Maruti,2013,"86,778 km",Petrol,Manual,"EMI ₹7,061/m*",₹1.50 lakh
479,Fiat Linea,Fiat,2015,"1,08,524 km",Petrol,Manual,"EMI ₹3,344/m*",₹1.27 lakh
480,Maruti Wagon R 1.0,Maruti,2015,"88,547 km",Petrol,Manual,"EMI ₹5,714/m*",₹2.17 lakh
481,Maruti Alto,Maruti,2020,"26,357 km",Petrol,Manual,"EMI ₹4,343/m*",₹2.46 lakh
482,Maruti Eeco,Maruti,2020,"1,51,613 km",Petrol,Manual,"EMI ₹7,897/m*",₹3.55 lakh
483,Hyundai i10,Hyundai,2015,"56,055 km",Petrol,Manual,"EMI ₹5,767/m*",₹2.19 lakh
484,Maruti Swift,Maruti,2017,"1,69,540 km",Petrol,Manual,"EMI ₹7,763/m*",₹3.49 lakh
485,Hyundai Accent,Hyundai,2011,"94,144 km",Petrol,Manual,"EMI ₹7,763/m*",₹0.68 lakh
486,Hyundai GRAND I10 NIOS,Hyundai,2022,"87,532 km",Petrol,Manual,"EMI ₹8,209/m*",₹4.65 lakh
487,Maruti Vitara Brezza,Maruti,2017,"82,062 km",Diesel,Manual,"EMI ₹10,010/m*",₹4.50 lakh
488,Mahindra Xylo,Mahindra,2012,"1,35,242 km",Diesel,Manual,"EMI ₹10,010/m*",₹1.30 lakh
489,Hyundai Verna,Hyundai,2017,"1,40,531 km",Diesel,Manual,"EMI ₹9,877/m*",₹4.44 lakh
490,Maruti Swift,Maruti,2014,"1,86,575 km",Petrol,Manual,"EMI ₹7,075/m*",₹2.13 lakh
491,Maruti Alto K10,Maruti,2018,"1,80,000 km",Petrol,Manual,"EMI ₹3,871/m*",₹1.74 lakh
492,Tata Tiago,Tata,2016,"68,626 km",Petrol,Manual,"EMI ₹4,538/m*",₹2.04 lakh
493,Fiat Punto EVO,Fiat,2014,"1,27,608 km",Diesel,Manual,"EMI ₹4,519/m*",₹0.96 lakh
494,Volkswagen Polo,Volkswagen,2016,"2,39,133 km",Diesel,Manual,"EMI ₹8,453/m*",₹3.21 lakh
495,Mahindra KUV 100 NXT,Mahindra,2018,"44,482 km",Petrol,Manual,"EMI ₹4,290/m*",₹2.43 lakh
496,Renault Duster,Renault,2014,"1,10,984 km",Diesel,Manual,"EMI ₹11,863/m*",₹2.52 lakh
497,Toyota Etios,Toyota,2012,"1,26,833 km",Diesel,Manual,"EMI ₹11,863/m*",₹1.60 lakh
498,Hyundai Xcent,Hyundai,2015,"1,10,496 km",Petrol,Manual,"EMI ₹7,321/m*",₹2.78 lakh
499,Maruti Alto 800,Maruti,2016,"86,725 km",Petrol,Manual,"EMI ₹4,315/m*",₹1.94 lakh
500,Hyundai Eon,Hyundai,2013,"93,531 km",Petrol,Manual,"EMI ₹5,555/m*",₹1.18 lakh
501,Jeep Compass,Jeep,2017,"94,377 km",Diesel,Manual,"EMI ₹12,724/m*",₹5.72 lakh
502,Tata Zest,Tata,2014,"1,10,077 km",Diesel,Auto,"EMI ₹7,014/m*",₹1.49 lakh
503,Toyota Etios Liva,Toyota,2011,"1,59,095 km",Diesel,Manual,"EMI ₹7,014/m*",₹1.60 lakh
504,Honda Amaze,Honda,2015,"1,29,685 km",Petrol,Manual,"EMI ₹6,109/m*",₹2.32 lakh
505,Maruti Ciaz,Maruti,2017,"90,512 km",Diesel,Manual,"EMI ₹8,408/m*",₹3.78 lakh
506,Hyundai i10,Hyundai,2012,"85,775 km",Petrol,Manual,"EMI ₹14,482/m*",₹1.63 lakh
507,Hyundai Xcent,Hyundai,2014,"87,538 km",Diesel,Manual,"EMI ₹8,473/m*",₹1.80 lakh
508,Mahindra TUV300,Mahindra,2016,"86,779 km",Diesel,Manual,"EMI ₹10,797/m*",₹4.10 lakh
509,Maruti Wagon R 1.0,Maruti,2012,"88,570 km",Petrol,Manual,"EMI ₹14,216/m*",₹1.60 lakh
510,Maruti Wagon R 1.0,Maruti,2013,"1,30,933 km",Petrol,Manual,"EMI ₹7,202/m*",₹1.53 lakh
511,Maruti Wagon R 1.0,Maruti,2017,"94,642 km",Petrol,Manual,"EMI ₹5,220/m*",₹2.67 lakh
512,Hyundai i10,Hyundai,2013,"60,045 km",Petrol,Manual,"EMI ₹7,955/m*",₹1.69 lakh
513,Hyundai i10,Hyundai,2013,"1,64,861 km",Petrol,Manual,"EMI ₹5,178/m*",₹1.10 lakh
514,Maruti Swift Dzire,Maruti,2014,"89,595 km",Petrol,Manual,"EMI ₹10,894/m*",₹3.28 lakh
515,Maruti Wagon R 1.0,Maruti,2016,"66,004 km",Petrol,Manual,"EMI ₹4,204/m*",₹1.89 lakh
516,Maruti Swift Dzire,Maruti,2014,"1,69,271 km",Diesel,Manual,"EMI ₹14,357/m*",₹3.05 lakh
517,Tata TIGOR,Tata,2019,"65,637 km",Petrol,Manual,"EMI ₹6,355/m*",₹3.60 lakh
518,Tata TIGOR,Tata,2024,"52,407 km",Petrol,Manual,"EMI ₹11,563/m*",₹6.55 lakh
519,Tata PUNCH,Tata,2024,"6,950 km",Petrol,Manual,"EMI ₹10,715/m*",₹6.07 lakh
520,Maruti Swift,Maruti,2012,"1,18,684 km",Diesel,Manual,"EMI ₹10,715/m*",₹2.40 lakh
521,Maruti Wagon R 1.0,Maruti,2018,"99,313 km",Petrol,Auto,"EMI ₹5,119/m*",₹2.90 lakh
522,Volkswagen Jetta,Volkswagen,2014,"1,00,538 km",Diesel,Manual,"EMI ₹16,570/m*",₹3.52 lakh
523,Honda Amaze,Honda,2014,"89,818 km",Diesel,Manual,"EMI ₹9,415/m*",₹2.00 lakh
524,Renault TRIBER,Renault,2019,"57,831 km",Petrol,Manual,"EMI ₹6,178/m*",₹3.50 lakh
525,Tata Aria,Tata,2012,"60,444 km",Diesel,Manual,"EMI ₹6,178/m*",₹2.23 lakh
526,Hyundai i10,Hyundai,2013,"66,997 km",Petrol,Auto,"EMI ₹9,273/m*",₹1.97 lakh
527,Maruti Swift,Maruti,2018,"64,419 km",Petrol,Manual,"EMI ₹7,449/m*",₹4.22 lakh
528,Hyundai i20,Hyundai,2013,"38,426 km",Petrol,Manual,"EMI ₹11,392/m*",₹2.42 lakh
529,Mahindra Kuv100,Mahindra,2017,"61,381 km",Diesel,Manual,"EMI ₹4,716/m*",₹2.12 lakh
530,Maruti Ertiga,Maruti,2015,"1,67,922 km",Diesel,Manual,"EMI ₹11,525/m*",₹3.47 lakh
531,Hyundai i10,Hyundai,2015,"82,713 km",Petrol,Manual,"EMI ₹6,202/m*",₹2.35 lakh
532,Ford Figo,Ford,2014,"21,718 km",Petrol,Manual,"EMI ₹6,278/m*",₹1.89 lakh
533,Maruti Baleno,Maruti,2015,"38,539 km",Petrol,Manual,"EMI ₹8,321/m*",₹3.16 lakh
534,Mahindra Xylo,Mahindra,2012,"1,24,232 km",Diesel,Manual,"EMI ₹8,321/m*",₹1.57 lakh
535,Hyundai Grand i10,Hyundai,2016,"64,578 km",Petrol,Manual,"EMI ₹6,662/m*",₹3.00 lakh
536,Mercedes Benz C Class,Mercedes,2012,"95,714 km",Diesel,Auto,"EMI ₹6,662/m*",₹3.20 lakh
537,Hyundai Xcent,Hyundai,2018,"1,17,592 km",Petrol,Manual,"EMI ₹5,687/m*",₹2.56 lakh
538,Maruti Alto,Maruti,2011,"86,760 km",Petrol,Manual,"EMI ₹5,687/m*",₹0.68 lakh
539,Hyundai i20,Hyundai,2012,"98,663 km",Diesel,Manual,"EMI ₹5,687/m*",₹1.65 lakh
540,Maruti Eeco,Maruti,2015,"54,313 km",Petrol,Manual,"EMI ₹4,477/m*",₹1.70 lakh
541,Renault Kwid,Renault,2017,"1,03,775 km",Petrol,Manual,"EMI ₹2,736/m*",₹1.23 lakh
542,Hyundai i20,Hyundai,2012,"53,064 km",Diesel,Manual,"EMI ₹2,736/m*",₹2.22 lakh
543,Tata TIGOR,Tata,2023,"89,882 km",Petrol,Manual,"EMI ₹9,886/m*",₹5.60 lakh
544,Maruti Wagon R 1.0,Maruti,2011,"1,50,591 km",Petrol,Manual,"EMI ₹9,886/m*",₹0.76 lakh
545,Hyundai i20,Hyundai,2011,"40,721 km",Petrol,Manual,"EMI ₹9,886/m*",₹1.61 lakh
546,Maruti Swift Dzire,Maruti,2012,"1,53,332 km",Diesel,Manual,"EMI ₹9,886/m*",₹2.45 lakh
547,Maruti Baleno,Maruti,2017,"44,049 km",Petrol,Auto,"EMI ₹7,273/m*",₹3.72 lakh
548,Maruti Swift Dzire,Maruti,2014,"1,62,141 km",Diesel,Manual,"EMI ₹12,694/m*",₹2.70 lakh
549,Maruti Swift,Maruti,2015,"46,465 km",Petrol,Manual,"EMI ₹10,007/m*",₹3.80 lakh
550,Hyundai i10,Hyundai,2014,"1,37,422 km",Petrol,Manual,"EMI ₹4,484/m*",₹1.35 lakh
551,Maruti Ertiga,Maruti,2021,"1,18,464 km",Petrol,Manual,"EMI ₹17,128/m*",₹7.70 lakh
552,Hyundai Xcent,Hyundai,2018,"29,000 km",Petrol,Manual,"EMI ₹6,885/m*",₹3.90 lakh
553,Nissan Micra,Nissan,2011,"1,16,273 km",Petrol,Manual,"EMI ₹6,885/m*",₹0.86 lakh
554,Hyundai Grand i10,Hyundai,2014,"76,121 km",Petrol,Manual,"EMI ₹7,706/m*",₹2.32 lakh
555,Hyundai Grand i10,Hyundai,2017,"1,58,981 km",Diesel,Manual,"EMI ₹5,561/m*",₹2.50 lakh
556,Hyundai VENUE,Hyundai,2022,"72,064 km",Petrol,Manual,"EMI ₹11,192/m*",₹6.34 lakh
557,Hyundai Grand i10,Hyundai,2015,"94,272 km",Petrol,Manual,"EMI ₹6,583/m*",₹2.50 lakh
558,Honda Amaze,Honda,2020,"74,222 km",Petrol,Manual,"EMI ₹7,679/m*",₹4.35 lakh
559,Maruti Dzire,Maruti,2017,"86,991 km",Petrol,Manual,"EMI ₹7,761/m*",₹3.97 lakh
560,Hyundai i10,Hyundai,2013,"72,274 km",Petrol,Manual,"EMI ₹6,967/m*",₹1.48 lakh
561,Volkswagen Polo,Volkswagen,2013,"1,44,983 km",Diesel,Manual,"EMI ₹12,883/m*",₹1.45 lakh
562,Hyundai i10,Hyundai,2013,"70,372 km",Petrol,Manual,"EMI ₹6,826/m*",₹1.45 lakh
563,Volkswagen VIRTUS,Volkswagen,2022,"33,069 km",Petrol,Manual,"EMI ₹13,646/m*",₹7.73 lakh
564,Nissan Terrano,Nissan,2014,"1,20,577 km",Diesel,Manual,"EMI ₹8,756/m*",₹1.86 lakh
565,Ford Figo,Ford,2011,"51,280 km",Petrol,Manual,"EMI ₹8,756/m*",₹0.82 lakh
566,Hyundai i10,Hyundai,2013,"39,056 km",Petrol,Manual,"EMI ₹7,673/m*",₹1.63 lakh
567,Hyundai Elite i20,Hyundai,2019,"43,496 km",Petrol,Manual,"EMI ₹7,908/m*",₹4.48 lakh
568,Tata NEXON,Tata,2022,"97,842 km",Diesel,Manual,"EMI ₹12,745/m*",₹7.22 lakh
569,Hyundai i20,Hyundai,2011,"1,10,509 km",Petrol,Manual,"EMI ₹12,745/m*",₹1.17 lakh
570,Hyundai Santro Xing,Hyundai,2012,"1,75,067 km",Petrol,Manual,"EMI ₹11,373/m*",₹1.28 lakh
571,Renault Lodgy,Renault,2015,"1,00,001 km",Diesel,Manual,"EMI ₹9,001/m*",₹2.71 lakh
572,Volkswagen Vento,Volkswagen,2012,"1,10,215 km",Diesel,Manual,"EMI ₹9,001/m*",₹1.81 lakh
573,Hyundai Grand i10,Hyundai,2016,"79,049 km",Petrol,Manual,"EMI ₹7,630/m*",₹3.43 lakh
574,Tata Venture,Tata,2012,"59,971 km",Diesel,Manual,"EMI ₹7,630/m*",₹1.37 lakh
575,Hyundai i10,Hyundai,2013,"1,33,220 km",Petrol,Manual,"EMI ₹7,532/m*",₹1.60 lakh
576,Nissan Sunny,Nissan,2012,"1,96,303 km",Diesel,Manual,"EMI ₹7,532/m*",₹0.65 lakh
577,Maruti Ciaz,Maruti,2018,"66,202 km",Petrol,Manual,"EMI ₹7,944/m*",₹4.50 lakh
578,Hyundai i20,Hyundai,2013,"2,30,464 km",Diesel,Manual,"EMI ₹16,970/m*",₹1.91 lakh
579,Volkswagen Polo,Volkswagen,2016,"81,603 km",Petrol,Manual,"EMI ₹5,761/m*",₹2.59 lakh
580,Hyundai Eon,Hyundai,2017,"27,200 km",Petrol,Manual,"EMI ₹3,930/m*",₹2.01 lakh
581,Hyundai Eon,Hyundai,2012,"76,219 km",Petrol,Manual,"EMI ₹6,042/m*",₹0.68 lakh
582,Chevrolet Cruze,Chevrolet,2013,"49,711 km",Diesel,Manual,"EMI ₹22,212/m*",₹2.50 lakh
583,Hyundai i10,Hyundai,2013,"73,431 km",Petrol,Manual,"EMI ₹7,249/m*",₹1.54 lakh
584,Hyundai Grand i10,Hyundai,2014,"31,042 km",Petrol,Manual,"EMI ₹9,300/m*",₹2.80 lakh
585,Datsun Redi Go,Datsun,2018,"46,003 km",Petrol,Manual,"EMI ₹2,383/m*",₹1.35 lakh
586,Tata PUNCH,Tata,2023,"51,534 km",Petrol,Auto,"EMI ₹10,203/m*",₹5.78 lakh
587,Ford Figo,Ford,2012,"1,13,572 km",Diesel,Manual,"EMI ₹10,203/m*",₹0.64 lakh
588,Hyundai AURA,Hyundai,2022,"37,395 km",Petrol,Manual,"EMI ₹9,947/m*",₹5.63 lakh
589,Chevrolet Cruze,Chevrolet,2011,"96,110 km",Diesel,Manual,"EMI ₹9,947/m*",₹1.23 lakh
590,Volkswagen Vento,Volkswagen,2015,"1,63,627 km",Diesel,Auto,"EMI ₹9,499/m*",₹2.86 lakh
591,Honda Amaze,Honda,2017,"1,38,046 km",Petrol,Manual,"EMI ₹7,163/m*",₹3.22 lakh
592,Renault Kwid,Renault,2019,"64,653 km",Petrol,Manual,"EMI ₹3,072/m*",₹1.74 lakh
593,Hyundai Eon,Hyundai,2014,"87,240 km",Petrol,Manual,"EMI ₹3,421/m*",₹1.03 lakh
594,Hyundai Eon,Hyundai,2017,"81,734 km",Petrol,Manual,"EMI ₹2,757/m*",₹1.41 lakh
595,Hyundai i20,Hyundai,2013,"53,987 km",Petrol,Manual,"EMI ₹10,121/m*",₹2.15 lakh
596,Maruti Alto,Maruti,2011,"1,51,445 km",Petrol,Manual,"EMI ₹10,121/m*",₹0.61 lakh
597,Hyundai Grand i10,Hyundai,2017,"1,15,758 km",Petrol,Manual,"EMI ₹7,786/m*",₹3.50 lakh
598,Ford Figo,Ford,2013,"41,496 km",Petrol,Manual,"EMI ₹5,084/m*",₹1.08 lakh
599,Hyundai Xcent,Hyundai,2018,"1,19,847 km",Petrol,Manual,"EMI ₹8,742/m*",₹3.93 lakh
600,Maruti Alto K10,Maruti,2012,"1,20,768 km",Petrol,Manual,"EMI ₹7,108/m*",₹0.80 lakh
601,Ford Ecosport,Ford,2013,"1,53,773 km",Diesel,Manual,"EMI ₹23,012/m*",₹2.59 lakh
602,Maruti S PRESSO,Maruti,2020,"1,67,328 km",Petrol,Manual,"EMI ₹6,696/m*",₹3.01 lakh
603,Toyota YARIS,Toyota,2018,"1,27,571 km",Petrol,Auto,"EMI ₹9,343/m*",₹4.20 lakh
604,Maruti Vitara Brezza,Maruti,2017,"85,077 km",Diesel,Manual,"EMI ₹9,432/m*",₹4.24 lakh
605,Honda City,Honda,2014,"82,661 km",Petrol,Manual,"EMI ₹10,629/m*",₹3.20 lakh
606,Maruti Wagon R 1.0,Maruti,2018,"72,111 km",Petrol,Manual,"EMI ₹5,013/m*",₹2.84 lakh
607,Maruti Wagon R 1.0,Maruti,2014,"29,561 km",Petrol,Manual,"EMI ₹7,108/m*",₹2.14 lakh
608,Hyundai Elite i20,Hyundai,2019,"1,34,090 km",Petrol,Manual,"EMI ₹9,921/m*",₹4.46 lakh
609,Honda Amaze,Honda,2014,"1,44,338 km",Petrol,Manual,"EMI ₹5,646/m*",₹1.70 lakh
610,Maruti Vitara Brezza,Maruti,2016,"1,62,100 km",Diesel,Manual,"EMI ₹11,798/m*",₹4.48 lakh
611,Renault Kwid,Renault,2019,"79,198 km",Petrol,Auto,"EMI ₹3,990/m*",₹2.26 lakh
612,Maruti Swift,Maruti,2018,"1,06,495 km",Diesel,Manual,"EMI ₹10,566/m*",₹4.75 lakh
613,Mahindra TUV300,Mahindra,2016,"80,881 km",Diesel,Manual,"EMI ₹10,534/m*",₹4.00 lakh
614,Toyota Etios,Toyota,2011,"1,31,368 km",Petrol,Manual,"EMI ₹10,534/m*",₹0.99 lakh
615,Ford Figo,Ford,2011,"1,09,885 km",Diesel,Manual,"EMI ₹10,534/m*",₹0.67 lakh
616,Mahindra TUV300,Mahindra,2016,"97,692 km",Diesel,Manual,"EMI ₹10,823/m*",₹4.11 lakh
617,Honda Amaze,Honda,2016,"1,09,274 km",Petrol,Manual,"EMI ₹7,763/m*",₹3.49 lakh
618,BMW 3 Series,BMW,2011,"1,80,000 km",Diesel,Auto,"EMI ₹7,763/m*",₹1.89 lakh
619,KIA SYROS,KIA,2025,"8,393 km",Diesel,Manual,"EMI ₹20,889/m*",₹12.20 lakh
620,Tata NEXON,Tata,2018,"1,21,630 km",Diesel,Manual,"EMI ₹8,698/m*",₹3.91 lakh
621,Hyundai Eon,Hyundai,2014,"1,00,424 km",Petrol,Manual,"EMI ₹4,384/m*",₹1.32 lakh
622,Honda Brio,Honda,2014,"70,100 km",Petrol,Manual,"EMI ₹7,208/m*",₹2.17 lakh
623,Volkswagen Vento,Volkswagen,2012,"1,31,291 km",Petrol,Manual,"EMI ₹12,883/m*",₹1.45 lakh
624,Hyundai NEW SANTRO,Hyundai,2018,"1,39,812 km",Petrol,Manual,"EMI ₹6,006/m*",₹2.70 lakh
625,Tata ALTROZ,Tata,2021,"33,937 km",Petrol,Manual,"EMI ₹8,667/m*",₹4.91 lakh
626,Maruti Swift,Maruti,2010,"79,451 km",Petrol,Manual,"EMI ₹8,667/m*",₹0.99 lakh
627,Maruti Vitara Brezza,Maruti,2016,"1,21,853 km",Diesel,Manual,"EMI ₹13,167/m*",₹5.00 lakh
628,Maruti Ertiga,Maruti,2014,"75,969 km",Diesel,Manual,"EMI ₹18,265/m*",₹3.88 lakh
629,Maruti Ciaz,Maruti,2016,"84,401 km",Diesel,Manual,"EMI ₹10,402/m*",₹3.95 lakh
630,Hyundai i10,Hyundai,2011,"46,108 km",Petrol,Manual,"EMI ₹10,402/m*",₹1.38 lakh
631,Tata NEXON,Tata,2018,"1,37,931 km",Diesel,Manual,"EMI ₹10,700/m*",₹4.81 lakh
632,Maruti S PRESSO,Maruti,2021,"7,068 km",Petrol,Auto,"EMI ₹6,726/m*",₹3.81 lakh
633,Mahindra KUV 100 NXT,Mahindra,2018,"1,40,371 km",Petrol,Manual,"EMI ₹5,358/m*",₹2.41 lakh
634,Volkswagen Ameo,Volkswagen,2017,"1,06,499 km",Diesel,Auto,"EMI ₹7,296/m*",₹3.28 lakh
635,Ford Fiesta,Ford,2012,"2,51,312 km",Diesel,Manual,"EMI ₹7,296/m*",₹1.61 lakh
636,Hyundai i20,Hyundai,2010,"1,88,252 km",Diesel,Manual,"EMI ₹7,296/m*",₹1.25 lakh
637,Maruti Swift,Maruti,2015,"1,27,506 km",Diesel,Manual,"EMI ₹12,788/m*",₹3.85 lakh
638,Honda Amaze,Honda,2015,"58,235 km",Petrol,Manual,"EMI ₹8,032/m*",₹3.05 lakh
639,Maruti Ertiga,Maruti,2013,"89,427 km",Diesel,Manual,"EMI ₹22,212/m*",₹2.50 lakh
640,Honda WR-V,Honda,2017,"1,49,231 km",Diesel,Manual,"EMI ₹10,566/m*",₹4.75 lakh
641,Tata NEXON,Tata,2021,"72,989 km",Petrol,Auto,"EMI ₹10,803/m*",₹6.12 lakh
642,Skoda Rapid,Skoda,2013,"1,63,088 km",Diesel,Manual,"EMI ₹19,547/m*",₹2.20 lakh
643,Mahindra Xylo,Mahindra,2011,"95,728 km",Diesel,Manual,"EMI ₹19,547/m*",₹1.61 lakh
644,Honda City,Honda,2014,"1,03,900 km",Diesel,Manual,"EMI ₹14,969/m*",₹3.18 lakh
645,Maruti Celerio,Maruti,2017,"2,53,510 km",Petrol,Auto,"EMI ₹5,784/m*",₹2.60 lakh
646,Ford Ecosport,Ford,2014,"1,24,015 km",Diesel,Manual,"EMI ₹13,416/m*",₹2.85 lakh
647,Maruti Swift,Maruti,2020,"93,679 km",Petrol,Manual,"EMI ₹8,014/m*",₹4.54 lakh
648,Maruti Baleno,Maruti,2018,"1,23,226 km",Diesel,Manual,"EMI ₹9,521/m*",₹4.28 lakh
649,Tata PUNCH,Tata,2024,"19,192 km",Petrol,Manual,"EMI ₹13,151/m*",₹7.45 lakh
650,Maruti Wagon R 1.0,Maruti,2011,"1,06,735 km",Petrol,Manual,"EMI ₹13,151/m*",₹1.34 lakh
651,Honda Amaze,Honda,2016,"72,343 km",Petrol,Manual,"EMI ₹5,917/m*",₹2.66 lakh
652,Maruti Wagon R 1.0,Maruti,2016,"59,690 km",Petrol,Manual,"EMI ₹5,873/m*",₹2.64 lakh
653,Honda City,Honda,2014,"1,80,801 km",Diesel,Manual,"EMI ₹13,416/m*",₹2.85 lakh
654,Maruti Alto K10,Maruti,2022,"15,693 km",Petrol,Manual,"EMI ₹6,249/m*",₹3.54 lakh
655,Maruti Alto,Maruti,2011,"65,477 km",Petrol,Manual,"EMI ₹6,249/m*",₹0.56 lakh
656,Maruti Swift Dzire,Maruti,2016,"1,11,106 km",Diesel,Manual,"EMI ₹10,165/m*",₹3.86 lakh
657,Chevrolet Beat,Chevrolet,2012,"33,124 km",Petrol,Manual,"EMI ₹7,996/m*",₹0.90 lakh
658,Tata TIGOR,Tata,2022,"55,000 km",Petrol,Manual,"EMI ₹8,826/m*",₹5.00 lakh
659,Tata TIGOR,Tata,2017,"1,13,126 km",Petrol,Manual,"EMI ₹6,162/m*",₹2.77 lakh
660,Maruti Baleno,Maruti,2021,"48,619 km",Petrol,Manual,"EMI ₹7,520/m*",₹4.26 lakh
661,Volkswagen Polo,Volkswagen,2012,"1,33,008 km",Diesel,Manual,"EMI ₹7,520/m*",₹1.33 lakh
662,Hyundai Grand i10,Hyundai,2016,"63,820 km",Petrol,Manual,"EMI ₹7,007/m*",₹3.15 lakh
663,Maruti Dzire,Maruti,2018,"1,29,008 km",Petrol,Manual,"EMI ₹8,520/m*",₹3.83 lakh
664,Maruti Celerio,Maruti,2020,"96,537 km",Petrol,Manual,"EMI ₹6,196/m*",₹3.51 lakh
665,Maruti Grand Vitara,Maruti,2024,"42,615 km",Petrol,Manual,"EMI ₹17,807/m*",₹10.40 lakh
666,Hyundai i10,Hyundai,2010,"90,198 km",Petrol,Manual,"EMI ₹17,807/m*",₹0.90 lakh
667,Honda Amaze,Honda,2019,"88,998 km",Petrol,Manual,"EMI ₹6,885/m*",₹3.90 lakh
668,Hyundai Xcent,Hyundai,2014,"64,861 km",Petrol,Manual,"EMI ₹9,101/m*",₹2.74 lakh
669,Tata Manza,Tata,2012,"61,511 km",Diesel,Manual,"EMI ₹9,101/m*",₹1.50 lakh
670,Maruti Swift,Maruti,2021,"64,742 km",Petrol,Manual,"EMI ₹8,703/m*",₹4.93 lakh
671,Hyundai i20,Hyundai,2013,"79,423 km",Petrol,Manual,"EMI ₹10,874/m*",₹2.31 lakh
672,Mahindra XUV500,Mahindra,2014,"1,70,312 km",Diesel,Manual,"EMI ₹14,499/m*",₹3.08 lakh
673,Renault Duster,Renault,2015,"2,15,585 km",Diesel,Manual,"EMI ₹7,473/m*",₹2.25 lakh
674,Maruti Swift,Maruti,2018,"36,319 km",Petrol,Auto,"EMI ₹8,120/m*",₹4.60 lakh
675,Tata Hexa,Tata,2018,"1,43,116 km",Diesel,Manual,"EMI ₹10,077/m*",₹4.53 lakh
676,Tata Harrier,Tata,2022,"84,274 km",Diesel,Auto,"EMI ₹21,112/m*",₹12.33 lakh
677,Hyundai Verna,Hyundai,2024,"19,109 km",Petrol,Manual,"EMI ₹16,266/m*",₹9.50 lakh
678,Maruti Eeco,Maruti,2020,"20,005 km",Petrol,Manual,"EMI ₹6,832/m*",₹3.87 lakh
679,Renault Pulse,Renault,2017,"1,19,422 km",Diesel,Manual,"EMI ₹4,582/m*",₹2.06 lakh
680,Honda Civic,Honda,2011,"59,889 km",Petrol,Manual,"EMI ₹4,582/m*",₹2.46 lakh
681,Hyundai Grand i10,Hyundai,2016,"80,631 km",Diesel,Manual,"EMI ₹7,637/m*",₹2.90 lakh
682,Hyundai GRAND I10 NIOS,Hyundai,2021,"63,602 km",Petrol,Auto,"EMI ₹8,879/m*",₹5.03 lakh
683,Tata PUNCH,Tata,2023,"8,127 km",Petrol,Auto,"EMI ₹11,298/m*",₹6.40 lakh
684,Honda Mobilio,Honda,2015,"75,544 km",Diesel,Manual,"EMI ₹9,732/m*",₹2.93 lakh
685,Hyundai Grand i10,Hyundai,2018,"50,577 km",Petrol,Manual,"EMI ₹5,472/m*",₹3.10 lakh
686,Chevrolet Beat,Chevrolet,2015,"98,263 km",Diesel,Manual,"EMI ₹3,886/m*",₹1.17 lakh
687,MG HECTOR,MG,2020,"92,982 km",Petrol,Auto,"EMI ₹13,963/m*",₹7.91 lakh
688,Maruti Swift Dzire,Maruti,2014,"1,12,760 km",Diesel,Manual,"EMI ₹16,994/m*",₹3.61 lakh
