,Car Name,Brand,Year of Manufacture,Distance Driven,Fuel Type,Transmission Type,EMI,Price
79,Maruti New Wagon-R,Maruti,2020,"39,212 km",Petrol,Auto,"EMI ₹7,767/m*",₹4.40 lakh
80,Maruti Swift Dzire,Maruti,2014,"58,432 km",Petrol,Manual,"EMI ₹10,629/m*",₹3.20 lakh
81,Maruti Swift,Maruti,2014,"1,04,665 km",Petrol,Manual,"EMI ₹8,974/m*",₹2.70 lakh
82,Maruti Swift,Maruti,2016,"91,835 km",CNG,Manual,"EMI ₹13,074/m*",₹3.94 lakh
83,Hyundai i20,Hyundai,2013,"70,859 km",Petrol,Manual,"EMI ₹10,283/m*",₹2.18 lakh
84,Ford FREESTYLE,Ford,2018,"73,353 km",Petrol,Manual,"EMI ₹5,989/m*",₹3.39 lakh
85,Volkswagen Polo,Volkswagen,2015,"60,356 km",Petrol,Manual,"EMI ₹8,160/m*",₹3.10 lakh
86,Honda City,Honda,2017,"57,094 km",Petrol,Manual,"EMI ₹9,719/m*",₹4.97 lakh
87,Hyundai i20,Hyundai,2012,"62,769 km",Petrol,Manual,"EMI ₹13,860/m*",₹1.56 lakh
88,Tata TIGOR,Tata,2019,"67,002 km",Diesel,Manual,"EMI ₹4,784/m*",₹2.71 lakh
89,Honda WR-V,Honda,2017,"88,674 km",Diesel,Manual,"EMI ₹10,010/m*",₹4.50 lakh
90,Maruti Baleno,Maruti,2018,"97,036 km",Petrol,Manual,"EMI ₹7,061/m*",₹4.00 lakh
91,Tata PUNCH,Tata,2024,"50,728 km",Petrol,Manual,"EMI ₹14,126/m*",₹8.25 lakh
92,Maruti New Wagon-R,Maruti,2022,"88,242 km",Petrol,Manual,"EMI ₹8,244/m*",₹4.67 lakh
93,Hyundai Grand i10,Hyundai,2015,"75,239 km",Diesel,Manual,"EMI ₹9,865/m*",₹2.97 lakh
94,Datsun Go,Datsun,2016,"1,11,813 km",Petrol,Manual,"EMI ₹2,380/m*",₹1.07 lakh
95,Hyundai GRAND I10 NIOS,Hyundai,2020,"37,399 km",Petrol,Manual,"EMI ₹5,614/m*",₹3.18 lakh
96,Nissan MAGNITE,Nissan,2021,"80,720 km",Petrol,Manual,"EMI ₹6,832/m*",₹3.87 lakh
97,Hyundai Verna,Hyundai,2013,"61,855 km",Diesel,Manual,"EMI ₹22,212/m*",₹2.50 lakh
98,Hyundai Xcent,Hyundai,2016,"80,139 km",Diesel,Manual,"EMI ₹5,214/m*",₹1.98 lakh
99,Hyundai i10,Hyundai,2014,"68,839 km",Petrol,Manual,"EMI ₹5,945/m*",₹1.79 lakh
100,Mahindra TUV300,Mahindra,2017,"2,292 km",Diesel,Manual,"EMI ₹9,120/m*",₹4.10 lakh
101,Toyota Etios,Toyota,2013,"1,42,155 km",Diesel,Manual,"EMI ₹18,925/m*",₹2.13 lakh
102,Maruti Alto 800,Maruti,2016,"55,000 km",Petrol,Manual,"EMI ₹4,493/m*",₹2.02 lakh
103,Mahindra XUV300,Mahindra,2023,"90,646 km",Petrol,Manual,"EMI ₹9,709/m*",₹5.50 lakh
104,Hyundai i20,Hyundai,2012,"80,353 km",Diesel,Manual,"EMI ₹9,709/m*",₹2.16 lakh
105,Tata Safari,Tata,2012,"88,367 km",Diesel,Manual,"EMI ₹9,709/m*",₹1.00 lakh
106,Hyundai i10,Hyundai,2012,"22,064 km",Petrol,Auto,"EMI ₹20,169/m*",₹2.27 lakh
107,Tata PUNCH,Tata,2023,"28,044 km",Petrol,Manual,"EMI ₹13,963/m*",₹7.91 lakh
108,Volkswagen Polo,Volkswagen,2013,"1,06,499 km",Diesel,Manual,"EMI ₹12,528/m*",₹1.41 lakh
109,Chevrolet Beat,Chevrolet,2014,"83,034 km",Diesel,Manual,"EMI ₹5,178/m*",₹1.10 lakh
110,Hyundai Elite i20,Hyundai,2017,"96,041 km",Petrol,Manual,"EMI ₹6,843/m*",₹3.50 lakh
111,Hyundai Eon,Hyundai,2018,"1,12,494 km",Petrol,Manual,"EMI ₹4,516/m*",₹2.03 lakh
112,Mahindra XUV500,Mahindra,2012,"1,47,703 km",Diesel,Manual,"EMI ₹4,516/m*",₹2.50 lakh
113,Renault Kwid,Renault,2016,"47,610 km",Petrol,Manual,"EMI ₹3,604/m*",₹1.62 lakh
